id,lama hukuman (bulan)
doc_8385,18
doc_15844,54
doc_20561,3
doc_13465,42
doc_16687,54
doc_22872,24
doc_9820,15
doc_19237,24
doc_4261,30
doc_3897,36
doc_19940,34
doc_1350,144
doc_15770,15
doc_10564,132
doc_23139,17
doc_3778,8
doc_22515,6
doc_15211,3
doc_3741,60
doc_326,10
doc_4051,12
doc_22223,66
doc_12281,28
doc_13895,60
doc_7706,12
doc_19231,24
doc_12230,24
doc_15320,6
doc_2763,4
doc_3582,90
doc_23180,1
doc_7106,102
doc_6373,51
doc_7245,60
doc_15598,24
doc_11878,22
doc_5063,82
doc_3603,12
doc_17159,15
doc_11180,18
doc_11857,84
doc_6949,6
doc_7757,36
doc_9639,18
doc_18039,5
doc_9213,66
doc_8898,156
doc_16451,20
doc_20550,72
doc_10436,16
doc_10087,108
doc_9762,72
doc_14411,5
doc_21011,13
doc_10767,20
doc_9575,22
doc_6018,114
doc_16188,27
doc_2957,24
doc_7870,60
doc_17121,84
doc_15325,27
doc_11935,5
doc_12107,12
doc_9671,4
doc_5410,60
doc_9612,14
doc_7521,42
doc_1104,48
doc_16251,1
doc_12199,30
doc_2277,60
doc_19528,3
doc_4691,78
doc_1559,3
doc_10893,36
doc_2489,4
doc_21649,32
doc_21922,1
doc_3524,24
doc_4543,84
doc_18151,54
doc_15372,20
doc_3401,48
doc_21909,18
doc_23301,8
doc_17865,84
doc_20579,24
doc_2273,72
doc_2375,12
doc_14430,12
doc_10845,72
doc_13521,24
doc_17975,60
doc_16425,24
doc_14215,60
doc_8729,24
doc_12599,48
doc_12824,84
doc_9844,7
doc_293,3
doc_11029,24
doc_18917,10
doc_20525,60
doc_11393,12
doc_2871,6
doc_17239,180
doc_13127,96
doc_11402,9
doc_9965,30
doc_19578,66
doc_4785,24
doc_9728,66
doc_22629,96
doc_19233,4
doc_13232,10
doc_16399,24
doc_13202,12
doc_22253,30
doc_4880,22
doc_19805,1
doc_10543,84
doc_18405,48
doc_22646,14
doc_20351,18
doc_10421,8
doc_19274,8
doc_4419,60
doc_10003,3
doc_4648,15
doc_14540,72
doc_16265,36
doc_19735,24
doc_12008,5
doc_357,20
doc_20400,12
doc_11554,18
doc_687,18
doc_12990,48
doc_4585,60
doc_838,84
doc_7014,36
doc_8459,14
doc_21863,36
doc_21895,1
doc_10199,4
doc_1727,10
doc_23391,75
doc_20191,8
doc_2363,60
doc_12094,72
doc_19837,14
doc_14555,48
doc_3180,60
doc_10285,18
doc_17219,24
doc_17687,3
doc_17896,6
doc_22799,12
doc_19023,10
doc_19630,34
doc_12446,5
doc_16093,20
doc_4224,12
doc_1068,18
doc_15774,24
doc_9634,48
doc_7380,204
doc_8102,4
doc_11259,18
doc_9859,14
doc_10941,4
doc_20546,36
doc_6968,84
doc_19506,24
doc_6167,10
doc_6462,20
doc_3062,7
doc_18660,48
doc_890,48
doc_967,72
doc_10482,15
doc_16477,18
doc_1964,12
doc_11318,22
doc_9851,78
doc_12063,84
doc_14497,9
doc_9320,48
doc_1910,48
doc_8354,72
doc_23160,3
doc_9509,26
doc_19122,16
doc_19141,6
doc_23155,84
doc_2836,6
doc_9736,24
doc_11456,60
doc_10006,84
doc_7214,12
doc_7606,50
doc_976,60
doc_2269,18
doc_3771,15
doc_23547,24
doc_14985,84
doc_2839,24
doc_133,24
doc_10132,28
doc_18908,8
doc_582,24
doc_22537,8
doc_9717,60
doc_9036,48
doc_6840,48
doc_394,72
doc_10219,60
doc_6559,240
doc_9302,144
doc_2804,8
doc_14170,78
doc_13182,16
doc_14432,102
doc_3929,3
doc_20467,144
doc_22215,8
doc_8402,1
doc_4037,12
doc_22264,96
doc_17223,36
doc_8184,24
doc_10470,108
doc_226,24
doc_11427,60
doc_4212,54
doc_11691,54
doc_22893,96
doc_6778,12
doc_4614,48
doc_16847,11
doc_22101,60
doc_8594,5
doc_11367,54
doc_14169,24
doc_22195,12
doc_21062,90
doc_21514,15
doc_23478,15
doc_23018,20
doc_12873,12
doc_17946,60
doc_5009,24
doc_20566,48
doc_3404,23
doc_3516,36
doc_3884,1
doc_12191,10
doc_23137,108
doc_6756,12
doc_17936,5
doc_2909,8
doc_18276,12
doc_18921,60
doc_4262,66
doc_8072,48
doc_21975,15
doc_2424,174
doc_1232,1
doc_5265,1
doc_19035,24
doc_6164,24
doc_11378,4
doc_3549,12
doc_21681,72
doc_22109,78
doc_18629,8
doc_22906,12
doc_7549,23
doc_5482,6
doc_22776,84
doc_23527,12
doc_1160,60
doc_6896,78
doc_11931,8
doc_5502,12
doc_11502,22
doc_8048,132
doc_21729,114
doc_810,72
doc_20335,9
doc_14318,48
doc_13601,12
doc_2651,132
doc_1076,24
doc_15313,6
doc_23570,18
doc_8790,12
doc_15346,84
doc_3191,60
doc_3621,24
doc_9895,42
doc_20587,60
doc_12350,4
doc_3651,22
doc_19291,12
doc_17234,3
doc_19198,60
doc_4071,48
doc_22577,5
doc_8291,48
doc_1395,30
doc_5977,24
doc_3371,48
doc_22975,54
doc_9605,27
doc_11062,63
doc_19581,12
doc_19672,24
doc_14576,72
doc_1765,5
doc_1055,16
doc_17610,24
doc_10325,30
doc_20376,10
doc_1357,36
doc_8857,120
doc_7003,18
doc_15630,5
doc_12144,18
doc_7904,18
doc_12232,22
doc_13335,54
doc_1737,68
doc_14693,84
doc_13452,48
doc_13994,5
doc_11540,16
doc_1569,72
doc_463,15
doc_744,60
doc_8415,60
doc_23524,10
doc_3995,30
doc_18068,84
doc_12572,5
doc_8818,27
doc_9309,22
doc_10655,72
doc_6285,72
doc_23369,54
doc_12945,16
doc_21689,12
doc_21246,60
doc_8537,2
doc_15652,12
doc_5495,78
doc_12727,24
doc_13645,39
doc_17638,12
doc_20217,24
doc_19164,12
doc_8649,12
doc_10472,2
doc_8282,48
doc_4336,30
doc_10814,8
doc_20699,84
doc_4327,24
doc_22514,8
doc_5115,78
doc_14976,18
doc_7175,18
doc_8588,24
doc_19446,12
doc_13307,4
doc_22706,42
doc_5213,120
doc_3642,72
doc_9953,63
doc_9035,18
doc_22232,8
doc_22,10
doc_3719,24
doc_13392,72
doc_17841,9
doc_2903,24
doc_19380,60
doc_21505,10
doc_5535,14
doc_15540,18
doc_16712,4
doc_11043,72
doc_15352,10
doc_780,60
doc_16511,12
doc_7421,96
doc_18898,24
doc_20130,4
doc_18877,12
doc_6529,7
doc_3432,10
doc_23010,17
doc_15335,2
doc_11982,24
doc_22553,14
doc_15949,72
doc_3623,2
doc_4260,90
doc_4726,72
doc_1470,108
doc_13323,17
doc_23105,60
doc_20934,12
doc_8881,1
doc_9113,10
doc_22012,10
doc_16043,30
doc_18519,60
doc_19470,72
doc_8425,108
doc_369,96
doc_21715,13
doc_11786,84
doc_9608,240
doc_14638,18
doc_6383,6
doc_13113,48
doc_9492,13
doc_65,22
doc_23177,54
doc_11385,72
doc_4211,13
doc_15869,216
doc_17409,60
doc_18704,30
doc_15189,3
doc_1722,9
doc_22928,32
doc_5325,18
doc_4061,24
doc_7281,32
doc_10684,12
doc_1825,44
doc_23058,15
doc_10973,36
doc_15312,12
doc_16875,60
doc_2356,54
doc_21073,24
doc_3759,60
doc_3233,8
doc_20789,72
doc_1919,36
doc_23076,18
doc_7247,120
doc_19530,60
doc_1570,84
doc_1832,10
doc_8540,5
doc_1243,18
doc_12709,8
doc_23373,24
doc_9352,60
doc_18500,24
doc_15807,102
doc_4657,6
doc_16594,30
doc_12523,60
doc_8999,68
doc_17373,24
doc_22092,24
doc_11915,36
doc_21565,66
doc_1326,120
doc_8344,84
doc_21604,36
doc_8119,18
doc_8894,18
doc_4860,18
doc_7491,48
doc_21148,7
doc_15821,48
doc_11860,66
doc_21892,24
doc_14773,12
doc_7631,12
doc_1223,48
doc_1778,36
doc_15779,4
doc_21841,108
doc_18683,12
doc_22238,4
doc_19045,28
doc_14634,22
doc_15112,30
doc_11134,21
doc_13073,96
doc_17754,72
doc_20507,11
doc_13864,108
doc_8702,2
doc_14625,60
doc_21084,18
doc_14571,28
doc_6401,66
doc_14491,54
doc_19833,18
doc_21614,26
doc_749,54
doc_7272,7
doc_5247,24
doc_1260,192
doc_7174,17
doc_22746,48
doc_1889,6
doc_14780,72
doc_22134,7
doc_712,14
doc_12471,180
doc_22656,96
doc_17329,144
doc_21819,39
doc_225,30
doc_13661,24
doc_7938,18
doc_17178,26
doc_4809,94
doc_3330,84
doc_3294,22
doc_379,12
doc_11485,18
doc_14316,6
doc_14248,36
doc_6907,3
doc_11883,180
doc_3846,30
doc_12086,144
doc_15052,17
doc_18191,54
doc_5552,6
doc_18635,24
doc_13778,18
doc_8297,6
doc_23123,30
doc_1795,144
doc_19846,84
doc_5918,24
doc_19768,24
doc_9610,60
doc_13040,96
doc_5025,48
doc_14030,10
doc_12271,30
doc_1659,66
doc_213,11
doc_20479,21
doc_14079,12
doc_22073,8
doc_19520,54
doc_4420,36
doc_23012,18
doc_5194,18
doc_13928,60
doc_9552,8
doc_8527,48
doc_2167,1
doc_3111,10
doc_15763,4
doc_19037,26
doc_13902,36
doc_14196,96
doc_793,12
doc_234,22
doc_2221,180
doc_18790,30
doc_19926,72
doc_210,78
doc_9331,6
doc_20685,12
doc_23578,7
doc_23005,36
doc_4499,12
doc_20828,8
doc_9506,18
doc_2414,114
doc_6599,216
doc_21158,14
doc_23069,24
doc_11015,6
doc_19105,4
doc_835,102
doc_9064,48
doc_8075,24
doc_16990,5
doc_9456,48
doc_9811,18
doc_6036,24
doc_12538,120
doc_13290,72
doc_10607,60
doc_17398,10
doc_13164,48
doc_16464,24
doc_1221,15
doc_12956,72
doc_9958,6
doc_16239,84
doc_6553,18
doc_11376,10
doc_1388,1
doc_2002,114
doc_5610,96
doc_11908,10
doc_4582,60
doc_20677,9
doc_16151,96
doc_9678,228
doc_23447,12
doc_2524,36
doc_14183,15
doc_19405,72
doc_17764,20
doc_7260,27
doc_22216,120
doc_18443,78
doc_3079,48
doc_21992,42
doc_7461,36
doc_16624,4
doc_18886,12
doc_4783,18
doc_14399,9
doc_17584,22
doc_22099,5
doc_4382,18
doc_20414,24
doc_19747,15
doc_17557,36
doc_6405,20
doc_14436,10
doc_7643,52
doc_8068,30
doc_15816,75
doc_6453,18
doc_3309,5
doc_2166,10
doc_8810,15
doc_23453,27
doc_3804,12
doc_16277,16
doc_21383,108
doc_17878,8
doc_10619,60
doc_18916,144
doc_18332,30
doc_14941,18
doc_18306,66
doc_12963,12
doc_22385,12
doc_7638,48
doc_10123,24
doc_10197,22
doc_14231,12
doc_6855,8
doc_10620,72
doc_11240,60
doc_17288,66
doc_1387,10
doc_20956,36
doc_19109,18
doc_556,34
doc_17535,12
doc_18511,8
doc_3096,84
doc_17052,66
doc_3286,120
doc_9931,24
doc_9167,60
doc_19731,6
doc_7848,1
doc_1314,24
doc_10086,34
doc_14616,48
doc_20958,60
doc_8421,84
doc_11096,24
doc_11090,30
doc_7451,5
doc_11526,120
doc_20609,24
doc_14707,12
doc_15686,72
doc_11246,10
doc_9632,96
doc_5073,24
doc_9374,66
doc_17135,24
doc_4750,66
doc_5276,8
doc_2270,17
doc_20304,72
doc_23117,84
doc_1873,12
doc_19356,84
doc_8599,60
doc_1423,18
doc_21497,10
doc_1858,108
doc_5357,14
doc_18752,12
doc_12900,96
doc_23078,12
doc_10307,24
doc_2766,18
doc_16881,54
doc_1542,60
doc_19740,10
doc_7263,144
doc_10795,72
doc_18675,5
doc_4608,6
doc_19825,60
doc_8435,24
doc_7112,90
doc_23030,96
doc_18841,4
doc_17554,48
doc_5539,15
doc_4467,20
doc_15993,12
doc_19835,20
doc_20888,24
doc_9038,30
doc_10204,48
doc_9476,54
doc_9285,6
doc_16934,9
doc_1175,9
doc_13106,36
doc_7648,60
doc_6124,26
doc_8564,12
doc_3772,16
doc_13461,72
doc_1110,120
doc_4656,48
doc_21235,9
doc_9231,18
doc_11435,120
doc_8213,36
doc_22043,12
doc_8267,18
doc_13724,4
doc_7096,30
doc_13390,24
doc_9127,60
doc_14005,24
doc_12099,26
doc_11724,10
doc_11116,48
doc_9919,132
doc_19330,8
doc_19685,17
doc_9097,66
doc_1738,72
doc_19727,108
doc_16491,22
doc_562,72
doc_15358,21
doc_2487,96
doc_3346,18
doc_11493,48
doc_9355,18
doc_9629,24
doc_11912,66
doc_8315,14
doc_17133,6
doc_9720,6
doc_18648,72
doc_17330,60
doc_22237,6
doc_20066,60
doc_59,66
doc_22729,10
doc_3238,30
doc_15154,2
doc_8406,60
doc_12676,12
doc_10484,7
doc_12559,36
doc_4180,14
doc_3202,15
doc_18968,12
doc_14234,132
doc_3691,3
doc_1650,18
doc_4637,12
doc_2511,84
doc_22918,96
doc_9829,84
doc_939,10
doc_12703,9
doc_11791,8
doc_396,6
doc_23436,144
doc_18668,15
doc_20594,12
doc_10340,72
doc_18083,60
doc_11760,72
doc_18167,156
doc_3871,18
doc_16139,2
doc_10175,48
doc_13547,66
doc_23104,78
doc_2908,10
doc_10293,22
doc_19169,6
doc_11731,4
doc_14422,60
doc_5994,60
doc_21008,12
doc_18885,48
doc_22540,10
doc_4416,24
doc_20767,96
doc_20258,60
doc_19475,48
doc_10010,12
doc_11301,6
doc_19786,12
doc_3950,18
doc_23592,8
doc_17429,8
doc_14624,48
doc_15547,12
doc_2073,9
doc_12123,30
doc_22963,15
doc_5823,24
doc_22348,18
doc_13336,180
doc_23256,32
doc_3514,18
doc_11008,48
doc_19650,16
doc_20662,60
doc_14609,84
doc_17586,12
doc_21444,22
doc_7965,60
doc_5087,10
doc_7483,120
doc_21002,14
doc_2682,18
doc_767,24
doc_17639,60
doc_3783,18
doc_20113,78
doc_14842,60
doc_9337,16
doc_16795,16
doc_22355,12
doc_10703,56
doc_17055,42
doc_10466,60
doc_2861,12
doc_1222,18
doc_18210,12
doc_4865,7
doc_16574,24
doc_13281,36
doc_17027,60
doc_6086,30
doc_22676,5
doc_12547,24
doc_15270,84
doc_4925,60
doc_4533,48
doc_20101,48
doc_1673,36
doc_23463,22
doc_16025,7
doc_10644,18
doc_19930,84
doc_4056,60
doc_20093,30
doc_6953,12
doc_21203,24
doc_10001,5
doc_20427,10
doc_10468,12
doc_18313,14
doc_11954,1
doc_10261,20
doc_12017,84
doc_22320,18
doc_12812,4
doc_10238,12
doc_19094,5
doc_10256,18
doc_13306,12
doc_22121,8
doc_9488,168
doc_17872,84
doc_12880,7
doc_21663,60
doc_3455,16
doc_4318,36
doc_9981,82
doc_21549,15
doc_7386,12
doc_5520,20
doc_859,96
doc_18182,60
doc_5973,12
doc_4440,12
doc_13514,12
doc_9034,96
doc_7876,3
doc_13209,24
doc_596,9
doc_17870,16
doc_8805,31
doc_7800,24
doc_9187,24
doc_12614,5
doc_10971,9
doc_9747,5
doc_14353,144
doc_19008,156
doc_16061,36
doc_1952,12
doc_9121,60
doc_1097,72
doc_18114,30
doc_16547,72
doc_7911,12
doc_6945,60
doc_9966,11
doc_14782,8
doc_7831,10
doc_2514,22
doc_6733,18
doc_5560,20
doc_23495,54
doc_7861,84
doc_20481,12
doc_14494,180
doc_11028,4
doc_4701,62
doc_18735,16
doc_2234,66
doc_11243,10
doc_10297,28
doc_21627,36
doc_22245,78
doc_7957,24
doc_1177,90
doc_16161,144
doc_17189,48
doc_17715,96
doc_15118,24
doc_15093,5
doc_11927,8
doc_19236,12
doc_17173,8
doc_9216,102
doc_11491,180
doc_16529,66
doc_7479,5
doc_4156,10
doc_12741,26
doc_17582,108
doc_21908,60
doc_17498,10
doc_4242,72
doc_5425,12
doc_13266,18
doc_7448,24
doc_3402,1
doc_12457,18
doc_15568,36
doc_12502,12
doc_7493,72
doc_22955,8
doc_12273,78
doc_8996,4
doc_1551,1
doc_1010,12
doc_18512,72
doc_14843,8
doc_10940,22
doc_18014,66
doc_10930,7
doc_20285,156
doc_19879,12
doc_16350,6
doc_5096,36
doc_649,18
doc_3244,12
doc_11055,18
doc_4976,11
doc_728,18
doc_16126,9
doc_18107,12
doc_14592,16
doc_9134,6
doc_5721,12
doc_8743,22
doc_8170,3
doc_18434,24
doc_6861,5
doc_332,14
doc_7028,4
doc_13810,22
doc_17278,15
doc_8700,36
doc_212,4
doc_22655,18
doc_2264,72
doc_6344,42
doc_22206,60
doc_1782,7
doc_11368,84
doc_3544,120
doc_17115,30
doc_1439,9
doc_10708,10
doc_2869,48
doc_16252,30
doc_2435,24
doc_21315,84
doc_6831,96
doc_4793,20
doc_9421,84
doc_21040,60
doc_19307,26
doc_18647,12
doc_22378,15
doc_11870,24
doc_6476,132
doc_9507,20
doc_20908,24
doc_17548,15
doc_921,60
doc_17434,60
doc_12172,18
doc_15251,5
doc_13,30
doc_4869,48
doc_819,10
doc_15873,24
doc_10977,6
doc_9897,84
doc_454,60
doc_9242,3
doc_9849,72
doc_3458,60
doc_20826,24
doc_21679,60
doc_22100,60
doc_20411,16
doc_941,12
doc_2740,3
doc_11797,36
doc_4197,42
doc_18982,20
doc_18959,7
doc_23134,84
doc_4072,156
doc_20577,19
doc_8223,24
doc_8124,96
doc_6364,30
doc_14451,16
doc_5797,1
doc_3678,144
doc_8865,60
doc_22046,84
doc_16420,3
doc_17819,3
doc_5189,204
doc_10309,108
doc_2263,84
doc_19419,10
doc_13187,66
doc_1780,66
doc_2554,12
doc_23568,72
doc_2687,108
doc_1041,180
doc_22173,6
doc_3072,24
doc_7530,36
doc_20968,96
doc_7767,15
doc_11046,12
doc_18724,18
doc_15683,36
doc_20714,4
doc_15664,8
doc_15129,15
doc_19273,31
doc_7962,48
doc_7400,22
doc_22771,3
doc_10304,3
doc_22769,90
doc_5840,96
doc_2025,28
doc_20867,22
doc_19261,102
doc_9020,32
doc_10895,8
doc_14832,12
doc_29,17
doc_9719,4
doc_356,14
doc_3171,120
doc_15384,12
doc_16643,18
doc_5644,72
doc_3676,2
doc_15451,18
doc_13764,126
doc_6750,58
doc_121,12
doc_6795,84
doc_18680,90
doc_5580,14
doc_13684,28
doc_329,84
doc_4711,66
doc_2371,18
doc_5523,78
doc_2545,54
doc_15792,22
doc_11078,10
doc_19604,10
doc_10872,11
doc_4899,30
doc_5154,48
doc_1210,12
doc_13363,3
doc_17207,7
doc_13069,84
doc_20523,7
doc_3124,72
doc_79,24
doc_22292,54
doc_13013,27
doc_9138,84
doc_21414,1
doc_17350,24
doc_20426,18
doc_21153,24
doc_19270,10
doc_4870,10
doc_15606,12
doc_14486,72
doc_6214,60
doc_1783,90
doc_6986,60
doc_13276,8
doc_5545,72
doc_1947,5
doc_22789,6
doc_21872,60
doc_20006,1
doc_6790,48
doc_1393,22
doc_10662,18
doc_6695,1
doc_11981,16
doc_3216,15
doc_8990,3
doc_12405,30
doc_9970,96
doc_12306,14
doc_1771,48
doc_18742,48
doc_19575,84
doc_10913,20
doc_11676,60
doc_3023,36
doc_5402,96
doc_7857,36
doc_10101,60
doc_6876,48
doc_20686,18
doc_13957,204
doc_4620,114
doc_19324,66
doc_8720,16
doc_8559,9
doc_22108,18
doc_14291,16
doc_12517,78
doc_7969,30
doc_12455,1
doc_10653,22
doc_6826,63
doc_10112,30
doc_16570,18
doc_8160,60
doc_18346,24
doc_4424,84
doc_12160,48
doc_6863,78
doc_6987,36
doc_9491,18
doc_15848,5
doc_21740,72
doc_7283,216
doc_2927,24
doc_9826,16
doc_9480,27
doc_8734,15
doc_22683,72
doc_2014,24
doc_19998,10
doc_5678,12
doc_948,36
doc_17837,8
doc_2148,8
doc_8789,24
doc_7130,6
doc_18300,8
doc_20262,18
doc_9700,78
doc_19054,4
doc_10956,66
doc_6842,216
doc_22847,24
doc_2074,11
doc_9731,18
doc_20599,5
doc_20321,108
doc_7735,54
doc_886,18
doc_11335,72
doc_14622,20
doc_15333,24
doc_7330,120
doc_10201,78
doc_3896,72
doc_22446,24
doc_22759,22
doc_8250,72
doc_16607,84
doc_8013,2
doc_23114,96
doc_10592,5
doc_20141,18
doc_18275,24
doc_18674,144
doc_1469,60
doc_10551,60
doc_2723,18
doc_5420,12
doc_21015,60
doc_22627,24
doc_21839,20
doc_12674,12
doc_6042,66
doc_12062,11
doc_14589,22
doc_2162,12
doc_9248,33
doc_21125,4
doc_20452,6
doc_13893,16
doc_15734,240
doc_10117,14
doc_7266,72
doc_20580,108
doc_9308,72
doc_3937,5
doc_11726,1
doc_23621,24
doc_15044,84
doc_4208,60
doc_14034,5
doc_2150,5
doc_17249,18
doc_75,36
doc_19033,6
doc_4017,6
doc_18111,60
doc_13042,72
doc_14596,54
doc_3933,30
doc_14671,96
doc_20469,72
doc_15503,72
doc_2510,8
doc_7282,54
doc_9245,1
doc_19674,30
doc_4068,60
doc_13101,72
doc_3146,10
doc_22458,12
doc_8698,84
doc_5132,72
doc_7397,38
doc_20344,17
doc_11561,60
doc_17468,2
doc_19935,216
doc_20730,18
doc_2543,36
doc_6074,24
doc_17904,5
doc_238,96
doc_16485,102
doc_20159,24
doc_18967,22
doc_5193,12
doc_4767,2
doc_1621,1
doc_8794,8
doc_1309,72
doc_14375,60
doc_1583,84
doc_19864,3
doc_2432,156
doc_23090,8
doc_1045,28
doc_20892,4
doc_5010,8
doc_7634,18
doc_10932,10
doc_19402,36
doc_5796,72
doc_5492,72
doc_19914,36
doc_11798,6
doc_13952,48
doc_1601,16
doc_19669,10
doc_1850,18
doc_1753,7
doc_2041,20
doc_7966,3
doc_5232,18
doc_547,12
doc_6200,120
doc_5148,24
doc_10738,24
doc_12192,12
doc_10695,16
doc_21457,60
doc_7170,24
doc_16560,24
doc_21994,30
doc_21020,5
doc_22281,18
doc_14651,7
doc_15303,7
doc_15575,24
doc_10418,24
doc_18888,84
doc_18004,12
doc_9319,42
doc_14091,60
doc_4066,18
doc_21410,12
doc_1295,30
doc_15567,66
doc_2001,12
doc_2064,168
doc_21969,14
doc_1508,18
doc_6684,7
doc_5578,48
doc_17269,72
doc_8090,12
doc_5612,168
doc_17167,24
doc_17682,66
doc_5336,66
doc_9547,54
doc_4142,12
doc_7939,8
doc_18876,10
doc_13037,21
doc_6017,24
doc_12225,48
doc_19898,54
doc_22377,96
doc_12950,96
doc_2252,6
doc_3671,15
doc_17529,60
doc_16852,36
doc_17935,15
doc_13437,5
doc_21597,90
doc_11690,1
doc_18027,8
doc_17493,72
doc_14197,10
doc_19525,7
doc_23214,12
doc_16667,78
doc_12964,60
doc_17235,14
doc_11911,2
doc_6698,10
doc_20574,20
doc_6059,48
doc_4699,48
doc_10751,84
doc_3321,54
doc_15865,84
doc_10465,16
doc_12447,72
doc_4774,48
doc_6576,42
doc_19751,5
doc_4710,10
doc_17183,8
doc_13654,72
doc_8741,84
doc_19821,72
doc_5786,84
doc_15966,24
doc_13561,7
doc_10271,66
doc_20764,12
doc_7226,6
doc_2312,30
doc_18330,36
doc_12659,66
doc_8392,60
doc_20661,12
doc_8678,22
doc_15168,2
doc_12917,12
doc_2824,96
doc_4552,60
doc_5337,15
doc_11438,12
doc_14010,12
doc_11354,12
doc_3750,5
doc_10395,12
doc_16533,10
doc_22421,14
doc_9080,78
doc_525,96
doc_19873,60
doc_13733,96
doc_21145,54
doc_21742,36
doc_123,60
doc_15621,15
doc_9800,10
doc_22698,18
doc_2284,78
doc_2303,72
doc_11610,30
doc_20575,3
doc_14293,48
doc_5821,8
doc_14554,54
doc_16815,14
doc_16771,14
doc_15174,22
doc_49,54
doc_15012,54
doc_3186,48
doc_14346,66
doc_15775,240
doc_230,12
doc_21923,60
doc_2825,60
doc_8773,7
doc_970,34
doc_3008,48
doc_23142,5
doc_10943,54
doc_19844,16
doc_20740,60
doc_7211,12
doc_2945,72
doc_10911,132
doc_20514,78
doc_14017,6
doc_4434,78
doc_22613,66
doc_18289,72
doc_4162,66
doc_3118,34
doc_11233,30
doc_5323,2
doc_13754,18
doc_21105,96
doc_17744,84
doc_2420,36
doc_22190,8
doc_20381,36
doc_13304,8
doc_7171,48
doc_22203,72
doc_1018,24
doc_17384,42
doc_351,8
doc_14896,18
doc_17953,16
doc_224,30
doc_22919,84
doc_22877,60
doc_2501,6
doc_22561,22
doc_565,5
doc_22205,72
doc_10368,10
doc_19309,6
doc_3386,6
doc_3934,24
doc_7960,192
doc_14517,12
doc_23264,36
doc_3536,12
doc_20698,48
doc_23450,10
doc_20991,216
doc_21886,48
doc_13612,9
doc_19271,18
doc_15995,14
doc_22821,8
doc_10890,60
doc_12019,18
doc_7646,6
doc_14117,10
doc_14709,60
doc_9590,108
doc_21417,36
doc_2834,18
doc_20856,78
doc_22601,8
doc_9980,60
doc_14550,8
doc_4096,9
doc_3991,22
doc_8061,60
doc_10566,8
doc_20471,18
doc_16017,15
doc_19327,2
doc_20891,60
doc_14800,22
doc_2786,15
doc_18536,108
doc_10772,72
doc_10687,48
doc_3881,66
doc_19293,58
doc_20270,8
doc_19648,18
doc_18387,4
doc_11976,156
doc_7747,14
doc_18477,36
doc_3946,10
doc_2165,18
doc_2887,4
doc_10110,4
doc_4355,12
doc_5667,72
doc_173,96
doc_640,16
doc_17202,2
doc_5066,24
doc_1549,18
doc_7436,15
doc_10933,18
doc_10025,48
doc_1037,48
doc_22432,2
doc_14420,72
doc_8419,180
doc_9583,1
doc_18563,5
doc_10714,60
doc_18715,66
doc_20712,12
doc_8258,5
doc_12468,18
doc_19869,84
doc_19736,60
doc_355,12
doc_18446,48
doc_5905,28
doc_12955,7
doc_1165,12
doc_21352,12
doc_3396,5
doc_14797,30
doc_18506,60
doc_12761,20
doc_3128,48
doc_9695,90
doc_15139,5
doc_8502,58
doc_19084,18
doc_19757,27
doc_19337,66
doc_16536,7
doc_3588,10
doc_3558,84
doc_19883,60
doc_10963,36
doc_13005,30
doc_16709,12
doc_16006,60
doc_5172,144
doc_6744,120
doc_7399,4
doc_11268,66
doc_21542,12
doc_9485,60
doc_13831,48
doc_16893,60
doc_13891,18
doc_21833,6
doc_8178,72
doc_11621,18
doc_7858,78
doc_19791,8
doc_2604,8
doc_8610,17
doc_8062,20
doc_3251,28
doc_12602,5
doc_15858,78
doc_710,60
doc_119,24
doc_10215,12
doc_4599,12
doc_2043,12
doc_7420,42
doc_6131,22
doc_318,18
doc_10567,30
doc_5316,24
doc_20114,210
doc_14458,24
doc_13420,66
doc_12874,48
doc_14994,18
doc_6524,78
doc_5740,5
doc_21741,8
doc_14954,180
doc_5471,15
doc_14337,54
doc_16472,18
doc_4164,8
doc_13181,6
doc_404,36
doc_4912,24
doc_11423,90
doc_9366,18
doc_6379,7
doc_14745,6
doc_3540,12
doc_6311,174
doc_9220,72
doc_5518,30
doc_2595,48
doc_22491,18
doc_17488,108
doc_18927,15
doc_19074,9
doc_6655,96
doc_14267,18
doc_15868,24
doc_23519,66
doc_1503,20
doc_21972,6
doc_679,4
doc_20495,12
doc_5852,60
doc_7195,20
doc_16302,18
doc_10096,27
doc_2940,78
doc_12391,60
doc_1851,6
doc_1071,60
doc_6785,15
doc_14445,36
doc_10673,60
doc_3393,32
doc_16803,30
doc_18855,126
doc_10140,4
doc_14607,9
doc_8401,72
doc_17879,1
doc_4894,18
doc_8721,18
doc_19742,14
doc_21846,12
doc_8499,7
doc_20972,10
doc_16588,12
doc_18229,24
doc_6118,72
doc_12717,24
doc_6568,8
doc_5671,60
doc_8950,108
doc_13331,192
doc_575,78
doc_21181,3
doc_20636,9
doc_21222,72
doc_15124,16
doc_16699,72
doc_21155,84
doc_22498,48
doc_8696,84
doc_10515,12
doc_19590,66
doc_2249,10
doc_15959,62
doc_5617,12
doc_22453,3
doc_13510,102
doc_21735,84
doc_14391,18
doc_998,72
doc_12927,12
doc_11587,84
doc_16936,30
doc_21276,1
doc_14573,108
doc_8033,108
doc_1408,114
doc_21746,240
doc_20924,8
doc_14022,9
doc_14255,60
doc_13842,4
doc_11781,72
doc_19395,18
doc_694,24
doc_10726,48
doc_3444,72
